City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,laguna,38.421,-121.4238,20.59,52,100,1.54,US,1698268482
83,mejit,10.2753,170.8646,27.9,76,59,4.71,MH,1698268482
84,ghat,24.9647,10.1728,27.95,17,99,1.5,LY,1698268482
85,borogontsy,62.6683,131.1683,-9.16,95,100,2.42,RU,1698268483
86,sao gabriel da cachoeira,-0.1303,-67.0892,31.06,58,85,0.63,BR,1698268483
87,tommot,58.9564,126.2925,-6.56,96,100,1.88,RU,1698268483
88,yokkaichi,34.9667,136.6167,14.47,81,0,2.34,JP,1698268483
89,aldan,58.6031,125.3894,-8.57,97,100,1.24,RU,1698268484
90,yellowknife,62.456,-114.3525,-1.44,88,75,3.6,CA,1698268484
91,bubaque,11.2833,-15.8333,28.6,75,100,3.7,GW,1698268484
92,barra de santo antonio,-9.4047,-35.5072,25.6,77,8,7.62,BR,1698268280
93,kingston,17.997,-76.7936,26.23,94,75,4.12,JM,1698268418
94,gorom-gorom,14.4439,-0.2361,32.13,11,38,3.65,BF,1698268485
95,peace river,56.2501,-117.286,-4.83,68,100,2.57,CA,1698268485
96,sao felix do xingu,-6.6447,-51.995,30.05,53,100,1.65,BR,1698268485
97,tsiombe,-25.3,45.4833,21.93,82,88,2.36,MG,1698268485
98,mugia,43.1041,-9.2179,19.39,93,100,8.64,ES,1698268486
99,murakami,38.2333,139.4833,11.56,92,0,1.68,JP,1698268486
100,dubbo,-32.25,148.6167,12.07,37,0,5.66,AU,1698268486
101,kourou,5.1552,-52.6478,30.03,76,81,5.55,GF,1698268486
102,buka,40.8108,69.1986,19.82,27,100,2.17,UZ,1698268486
103,banda aceh,5.5577,95.3222,25.86,82,89,3.19,ID,1698268487
104,sittwe,20.15,92.9,24.28,88,78,2.29,MM,1698268487
105,arraial do cabo,-22.9661,-42.0278,22.92,88,75,3.09,BR,1698268487
106,avarua,-21.2078,-159.775,22.03,56,75,5.66,CK,1698268196
107,ceeldheer,3.8488,47.1806,27.63,77,81,4.3,SO,1698268488
108,camabatela,-8.1881,15.375,17.91,99,100,2.43,AO,1698268488
109,basco,20.4487,121.9702,27.58,73,18,5.81,PH,1698268488
110,san sebastian de la gomera,28.0916,-17.1133,23.54,73,20,3.09,ES,1698268488
111,windhoek,-22.5594,17.0832,24.19,20,30,3.38,NA,1698268203
112,cabo san lucas,22.8909,-109.9124,30.34,53,40,7.2,MX,1698268334
113,myskhako,44.6714,37.7433,18.1,86,100,5.38,RU,1698268489
114,ad dabbah,18.05,30.95,30.72,23,0,4.73,SD,1698268489
115,newnham,-41.3833,147.1333,10.53,57,75,1.54,AU,1698268490
116,kamin-kashyrskyi,51.6241,24.9586,10.34,90,100,5.06,UA,1698268490
117,thompson,55.7435,-97.8558,-0.91,59,100,4.63,CA,1698268490
118,papatowai,-46.5619,169.4708,15.0,51,97,8.59,NZ,1698268490
119,carnarvon,-24.8667,113.6333,19.67,81,0,7.34,AU,1698268491
120,onega,63.9061,38.1404,-1.14,85,17,1.87,RU,1698268491
121,coquimbo,-29.9533,-71.3436,15.85,77,75,4.12,CL,1698268491
122,smithers,54.7804,-127.1743,-1.82,50,20,0.0,CA,1698268492
123,caluula,11.9661,50.7569,27.96,77,93,6.41,SO,1698268492
124,pisco,-13.7,-76.2167,21.03,78,100,3.6,PE,1698268443
125,inga,-7.2808,-35.6044,25.57,64,2,5.4,BR,1698268492
126,praia,14.9215,-23.5087,27.3,78,75,5.66,CV,1698268401
127,talnakh,69.4865,88.3972,-7.66,95,100,0.84,RU,1698268493
128,vorkuta,67.5,64.0,-19.97,100,100,1.11,RU,1698268493
129,holualoa,19.6228,-155.9522,28.82,72,20,4.12,US,1698268493
130,polyarnyy,69.1989,33.4478,-4.1,92,86,3.89,RU,1698268493
131,ilulissat,69.2167,-51.1,-9.23,75,99,2.36,GL,1698268231
132,sitka,57.0531,-135.33,6.94,45,20,2.06,US,1698268494
133,iqaluit,63.7506,-68.5145,-9.15,72,75,2.57,CA,1698268494
134,bor,56.3567,44.0669,0.0,87,93,1.49,RU,1698268494
135,nakasongola,1.3089,32.4564,19.36,89,57,0.95,UG,1698268495
136,oriximina,-1.7656,-55.8661,34.39,39,55,2.15,BR,1698268495
137,haiku-pauwela,20.9219,-156.3051,28.98,64,40,5.14,US,1698268495
138,jega,12.2175,4.3792,26.75,17,99,1.12,NG,1698268495
139,port mathurin,-19.6833,63.4167,24.7,80,8,8.19,MU,1698268496
140,pagar alam,-4.0167,103.2667,21.03,95,96,0.34,ID,1698268496
141,saldanha,-33.0117,17.9442,13.03,87,100,7.04,ZA,1698268496
142,mount gambier,-37.8333,140.7667,10.02,68,54,4.02,AU,1698268497
143,kosciusko,33.0576,-89.5876,27.79,32,0,3.03,US,1698268497
144,st. john's,47.5649,-52.7093,10.99,86,75,9.26,CA,1698268485
145,howard springs,-12.497,131.047,26.95,91,86,1.44,AU,1698268497
146,putian,25.4394,119.0103,20.52,87,18,1.61,CN,1698268482
147,la ronge,55.1001,-105.2842,-3.86,74,75,3.6,CA,1698268498
148,toliara,-23.35,43.6667,25.64,80,59,3.19,MG,1698268498
149,mogok,22.9167,96.5,16.04,99,45,0.93,MM,1698268498
150,sidrolandia,-20.9319,-54.9614,27.0,63,89,4.87,BR,1698268498
151,prince rupert,54.3161,-130.3201,9.05,45,0,4.63,CA,1698268461
152,maquoketa,42.0689,-90.6657,19.05,83,100,2.83,US,1698268366
153,acarau,-2.8856,-40.12,25.84,79,25,7.42,BR,1698268499
154,kalevala,65.2,31.1667,-2.73,80,10,1.34,RU,1698268499
155,uttar char fasson,22.2332,90.7132,25.09,79,5,1.6,BD,1698268500
156,kodiak,57.79,-152.4072,6.73,70,0,3.09,US,1698268500
157,timbuktu,16.7735,-3.0074,32.54,10,100,4.77,ML,1698268500
158,esqueda,30.7167,-109.5833,19.1,40,4,1.6,MX,1698268500
159,isafjordur,66.0755,-23.124,2.8,88,95,3.0,IS,1698268501
160,enchanted hills,35.3368,-106.593,21.25,40,73,5.81,US,1698268501
161,afaahiti,-17.75,-149.2833,25.93,79,100,2.69,PF,1698268501
162,magadan,59.5667,150.8,-12.48,74,5,2.45,RU,1698268502
163,kone,-21.0595,164.8658,23.88,83,96,2.17,NC,1698268503
164,wailua homesteads,22.0669,-159.378,28.24,60,0,4.12,US,1698268503
165,selfoss,63.9331,-20.9971,4.1,82,17,4.46,IS,1698268504
166,tura,25.5198,90.2201,19.22,93,0,0.95,IN,1698268504
167,belmonte,-15.8631,-38.8828,25.81,84,68,7.78,BR,1698268505
168,san luis de la loma,17.2706,-100.8939,28.67,75,100,1.86,MX,1698268505
169,dologon,7.8408,125.0444,21.91,94,85,0.53,PH,1698268506
170,rikaze,29.25,88.8833,0.95,51,21,1.08,CN,1698268506
171,iskateley,67.6803,53.1512,-0.55,96,100,6.71,RU,1698268506
172,visavadar,21.3833,70.6833,25.47,51,28,0.49,IN,1698268507
173,saint-pierre,-21.3393,55.4781,24.76,73,0,2.06,RE,1698268507
174,plastun,44.7561,136.2939,9.66,85,100,1.4,RU,1698268508
175,yuzhno-kurilsk,44.0306,145.8556,12.99,87,1,1.93,RU,1698268508
176,marsa alam,25.0757,34.8918,26.86,61,0,2.65,EG,1698268509
177,nova sintra,14.8667,-24.7167,24.02,76,66,7.28,CV,1698268509
178,korla,41.7597,86.1469,10.7,40,0,1.3,CN,1698268510
179,galliano,29.4422,-90.2992,29.0,69,0,3.6,US,1698268510
180,shahrud,36.4182,54.9763,14.37,50,97,1.67,IR,1698268510
181,bandarbeyla,9.4942,50.8122,27.11,81,100,4.32,SO,1698268511
182,cuero,29.0939,-97.2892,30.38,45,53,8.04,US,1698268511
183,hamilton,39.1834,-84.5333,24.87,58,75,4.63,US,1698268488
184,janeng,-25.4167,25.55,20.8,9,0,3.52,BW,1698268511
185,itoman,26.1247,127.6694,24.01,75,75,4.63,JP,1698268512
186,ushuaia,-54.8,-68.3,5.81,81,100,11.83,AR,1698268512
187,walvis bay,-22.9575,14.5053,15.61,92,53,3.54,NA,1698268512
188,lewiston orchards,46.3804,-116.9754,8.96,83,100,2.57,US,1698268513
189,altinekin,38.3078,32.8686,13.31,31,100,3.62,TR,1698268513
190,inhambane,-23.865,35.3833,21.13,72,0,4.66,MZ,1698268513
191,utrik,11.2278,169.8474,27.32,72,64,4.36,MH,1698268513
192,tazovsky,67.4667,78.7,-9.83,95,78,2.56,RU,1698268514
193,bredasdorp,-34.5322,20.0403,14.25,87,100,0.82,ZA,1698268514
194,olonkinbyen,70.9221,-8.7187,0.61,81,100,5.26,SJ,1698268514
195,konarka,19.9,86.1167,24.22,80,25,0.8,IN,1698268515
196,alesund,62.4723,6.1549,7.09,87,0,0.0,NO,1698268515
197,port moresby,-9.4431,147.1797,25.68,73,20,1.54,PG,1698268515
198,wanning,18.8003,110.3967,24.95,91,100,1.87,CN,1698268515
199,tarauaca,-8.1614,-70.7656,31.3,55,84,1.66,BR,1698268516
200,imbituba,-28.24,-48.6703,21.06,78,9,2.63,BR,1698268348
201,vilyuchinsk,52.9306,158.4028,4.96,70,44,8.08,RU,1698268516
202,ain sefra,32.75,-0.5833,17.15,34,0,1.86,DZ,1698268517
203,nalut,30.3333,10.85,24.6,33,81,4.21,LY,1698268517
204,atafu village,-8.5421,-172.5159,28.49,77,83,6.34,TK,1698268518
205,queenstown,-31.8976,26.8753,13.03,80,8,1.73,ZA,1698268501
206,lone grove,34.1754,-97.2628,23.58,88,100,4.12,US,1698268518
207,jinchang,38.4953,102.1739,8.94,34,0,1.2,CN,1698268519
208,east london,-33.0153,27.9116,18.38,76,64,6.09,ZA,1698268519
209,istgah-e rah ahan-e garmsar,35.2346,52.3094,19.74,37,71,0.7,IR,1698268519
210,hammerfest,70.6634,23.6821,-4.75,80,40,2.06,NO,1698268520
211,cidade velha,14.9167,-23.6167,27.26,78,75,5.66,CV,1698268520
212,masterton,-40.9597,175.6575,15.49,80,100,7.43,NZ,1698268520
213,yorkton,51.2167,-102.4677,-4.09,68,40,3.09,CA,1698268521
214,nchelenge,-9.3451,28.734,25.84,64,95,3.88,ZM,1698268521
215,boticas,41.6758,-7.716,15.64,97,100,3.93,PT,1698268521
216,anatoli,39.6389,20.8653,15.52,76,100,0.89,GR,1698268522
217,bellary,15.15,76.9333,20.62,57,78,1.13,IN,1698268522
218,crane,31.3974,-102.3501,24.72,43,0,3.18,US,1698268522
219,tarawa,1.419,172.984,31.05,70,20,2.57,KI,1698268523
220,dabou,5.3256,-4.3769,25.19,91,60,2.5,CI,1698268523
221,illizi,26.4833,8.4667,27.89,16,100,2.16,DZ,1698268523
222,malpica,43.3228,-8.8105,20.09,79,100,7.17,ES,1698268524
223,muravlenko,63.7898,74.523,-5.25,94,99,1.89,RU,1698268524
224,federacion,-31.0062,-57.8996,21.44,64,16,2.08,AR,1698268525
225,axum,14.1245,38.7244,15.83,77,100,1.66,ET,1698268525
226,songea,-10.6833,35.65,21.03,74,5,2.58,TZ,1698268525
227,tangalle,6.024,80.7911,24.25,88,46,2.24,LK,1698268526
228,tete,-16.1564,33.5867,30.72,51,0,6.43,MZ,1698268526
229,selty,57.3132,52.1345,-7.73,97,30,2.28,RU,1698268527
230,vadso,70.0744,29.7487,-2.91,80,75,8.75,NO,1698268527
231,westport,41.1415,-73.3579,22.34,65,0,4.12,US,1698268527
232,gavrilov-yam,57.3018,39.8533,-1.14,85,13,1.56,RU,1698268528
233,mezhdurechenskiy,59.6,65.9333,-4.81,68,1,2.42,RU,1698268528
234,port lincoln,-34.7333,135.8667,11.58,58,5,5.52,AU,1698268528
235,gadzhiyevo,69.2551,33.3362,-4.8,93,84,4.02,RU,1698268528
236,mahanoro,-19.9,48.8,24.37,91,14,3.97,MG,1698268528
237,huarmey,-10.0681,-78.1522,21.81,79,77,4.61,PE,1698268529
238,novosergiyevka,52.0934,53.6528,-2.56,72,7,3.75,RU,1698268529
239,ayr,55.4627,-4.6339,9.96,92,100,4.17,GB,1698268529
240,uturoa,-16.7333,-151.4333,26.43,80,96,3.97,PF,1698268530
241,ilhabela,-23.7781,-45.3581,21.58,88,69,1.42,BR,1698268530
242,guerrero negro,27.9769,-114.0611,22.58,55,0,5.38,MX,1698268261
243,fonte boa,-2.4959,-66.2662,28.39,72,99,0.63,BR,1698268531
244,mariehamn,60.0973,19.9348,3.79,81,100,4.63,AX,1698268531
245,puerto santa,-8.9906,-78.6456,21.02,81,48,4.72,PE,1698268532
246,hadibu,12.65,54.0333,26.61,80,64,4.62,YE,1698268533
247,gwadar,25.1216,62.3254,26.15,77,57,3.4,PK,1698268533
248,island harbour,50.724,-1.2758,12.21,93,100,3.61,GB,1698268533
249,cururupu,-1.8283,-44.8683,25.94,74,98,2.64,BR,1698268534
250,happy valley-goose bay,53.3168,-60.3315,7.17,65,75,1.54,CA,1698268535
251,kampong thom,12.7111,104.8887,24.36,93,89,2.13,KH,1698268535
252,sao domingos do prata,-19.865,-42.9683,26.71,58,98,1.42,BR,1698268536
253,santa cruz,-17.8,-63.1667,34.03,46,75,4.63,BO,1698268536
254,pingliang,35.5392,106.6861,10.86,43,100,2.12,CN,1698268536
255,anloga,5.7947,0.8973,26.79,85,95,4.43,GH,1698268536
256,alta,69.9689,23.2717,-4.41,82,0,31.74,NO,1698268536
257,alofi,-19.0595,-169.9187,25.94,53,40,6.69,NU,1698268383
258,bechar,31.6167,-2.2167,19.18,32,0,0.0,DZ,1698268537
259,nuuk,64.1835,-51.7216,-0.66,69,75,2.57,GL,1698268346
260,akjoujt,19.6969,-14.4164,34.28,20,100,5.36,MR,1698268538
261,san patricio,28.017,-97.5169,31.4,60,68,8.03,US,1698268538
262,kiunga,-6.1219,141.2906,20.04,92,99,0.66,PG,1698268538
263,limoux,42.9167,2.1667,13.56,91,99,1.58,FR,1698268539
264,daru,-9.0763,143.2092,24.26,75,72,2.85,PG,1698268539
265,villa gesell,-37.2639,-56.973,12.24,65,0,4.22,AR,1698268472
266,kvissleby,62.2936,17.375,-0.09,83,100,1.89,SE,1698268539
267,yukhnov,54.7444,35.2297,0.21,72,100,4.48,RU,1698268540
268,as suwayq,23.8494,57.4386,28.97,59,100,2.23,OM,1698268540
269,touros,-5.1989,-35.4608,24.9,76,29,5.12,BR,1698268540
270,san antonio de pale,-1.4014,5.6325,26.09,82,94,4.81,GQ,1698268540
271,campbell river,50.0163,-125.2446,11.44,30,0,2.58,CA,1698268244
272,saynshand,44.8824,110.1163,5.63,28,2,3.54,MN,1698268541
273,pico truncado,-46.7949,-67.9573,18.92,24,23,12.34,AR,1698268541
274,vila franca do campo,37.7167,-25.4333,22.16,99,89,7.79,PT,1698268541
275,mao,39.8885,4.2658,21.31,73,0,6.17,ES,1698268542
276,dampit,-8.2116,112.7493,20.89,96,78,1.54,ID,1698268542
277,inirida,3.8653,-67.9239,28.61,76,99,1.44,CO,1698268542
278,waimea,20.0231,-155.6717,27.23,80,0,2.68,US,1698268543
279,amos,48.5669,-78.1162,7.79,94,99,1.6,CA,1698268503
280,yasothon,15.75,104.1333,23.5,93,100,2.69,TH,1698268543
281,kargasok,59.0556,80.8572,1.09,99,100,1.34,RU,1698268543
282,machico,32.7,-16.7667,23.17,87,20,2.06,PT,1698268544
283,khamis mushait,18.3064,42.7292,17.34,59,0,0.0,SA,1698268290
284,cadale,2.7603,46.3222,27.6,79,72,4.8,SO,1698268544
285,pocatello,42.8713,-112.4455,9.36,87,100,2.68,US,1698268544
286,selkirk,50.1436,-96.8845,1.21,70,100,0.89,CA,1698268506
287,glace bay,46.1969,-59.957,14.21,83,75,6.69,CA,1698268545
288,lieksa,63.3167,30.0167,-2.53,80,6,1.99,FI,1698268545
289,kerikeri,-35.2268,173.9474,19.95,86,9,0.89,NZ,1698268545
290,mount isa,-20.7333,139.5,19.87,22,0,8.23,AU,1698268546
291,heihe,50.2441,127.4902,3.58,57,32,6.14,CN,1698268546
292,maryville,35.7565,-83.9705,26.18,44,20,1.54,US,1698268406
293,beidaihehaibin,39.8222,119.5181,13.71,31,0,9.4,CN,1698268547
294,vizinga,61.0749,50.1031,-2.94,82,30,4.06,RU,1698268547
295,warrnambool,-38.3833,142.4833,10.92,71,84,7.92,AU,1698268548
296,moyynkum,44.2914,72.9469,18.14,46,100,4.17,KZ,1698268548
297,chonchi,-42.6128,-73.8092,15.56,60,97,2.14,CL,1698268548
298,itacarambi,-15.1022,-44.0919,32.59,30,94,2.02,BR,1698268549
299,fort bragg,35.139,-79.006,26.08,54,20,0.0,US,1698268549
300,morant bay,17.8815,-76.4093,25.79,79,100,6.32,JM,1698268549
301,sabang,5.8933,95.3214,27.03,78,100,3.7,ID,1698268550
302,constantia,44.1833,28.65,18.38,59,72,4.24,RO,1698268550
303,revelstoke,50.9832,-118.2023,6.01,42,0,7.72,CA,1698268513
304,egilsstadir,65.2653,-14.3948,-0.05,100,40,1.54,IS,1698268550
305,olinda,-8.0089,-34.8553,26.85,69,20,4.12,BR,1698268476
306,sarangani,5.4033,125.4636,28.52,74,100,4.84,PH,1698268551
307,labrador city,52.9463,-66.9114,3.95,100,100,1.03,CA,1698268282
308,mungyeong,36.5946,128.1995,10.65,91,1,1.2,KR,1698268551
309,yuanping,38.7153,112.7575,10.66,41,0,1.67,CN,1698268552
310,la passe,45.5549,-0.8967,17.79,89,100,9.39,FR,1698268552
311,pangkalpinang,-2.1333,106.1333,26.01,82,33,2.46,ID,1698268552
312,kimbe,-5.5502,150.1429,24.29,90,100,1.62,PG,1698268552
313,rongelap,11.1635,166.8941,28.09,77,86,6.41,MH,1698268553
314,andovoranto,-18.95,49.1,24.06,93,69,4.96,MG,1698268553
315,grantsville,40.5999,-112.4644,23.94,17,40,6.17,US,1698268553
316,canutama,-6.5339,-64.3831,32.8,48,86,1.5,BR,1698268553
317,ende,-8.8432,121.6623,24.88,70,31,0.87,ID,1698268554
318,gulf shores,30.246,-87.7008,28.49,68,0,6.17,US,1698268281
319,badger,64.8,-147.5333,-0.11,89,40,3.09,US,1698268554
320,manggar,-2.8833,108.2667,26.81,76,32,3.41,ID,1698268555
321,las heras,-46.5419,-68.9359,16.49,30,86,14.2,AR,1698268555
322,margate,51.3813,1.3862,9.94,92,86,0.53,GB,1698268555
323,menongue,-14.6585,17.691,19.24,82,100,2.79,AO,1698268555
324,macapa,0.0389,-51.0664,31.99,55,40,5.14,BR,1698268479
325,codrington,-38.2667,141.9667,10.81,68,82,7.05,AU,1698268556
326,tibagi,-24.5094,-50.4136,21.79,88,88,1.15,BR,1698268556
327,lauro de freitas,-12.8944,-38.3272,27.01,78,20,8.23,BR,1698268556
328,tolanaro,-25.0319,46.9987,22.64,89,99,2.01,MG,1698268556
329,portel,-1.9356,-50.8211,31.7,47,46,1.11,BR,1698268270
330,akrehamn,59.2667,5.1833,8.56,53,100,5.14,NO,1698268557
331,pacific grove,36.6177,-121.9166,20.57,72,40,3.6,US,1698268557
332,lhokseumawe,5.1801,97.1507,25.13,86,45,2.21,ID,1698268557
333,pratapgarh,24.0333,74.7833,21.05,35,1,2.18,IN,1698268558
334,hasaki,35.7333,140.8333,11.27,71,5,6.03,JP,1698268558
335,port saint john's,-31.6229,29.5448,17.66,83,14,3.47,ZA,1698268558
336,salinopolis,-0.6136,-47.3561,27.0,73,38,6.73,BR,1698268559
337,oranjemund,-28.55,16.4333,15.81,88,4,3.03,NA,1698268559
338,mikhaylovka,50.06,43.2379,4.32,58,100,4.19,RU,1698268559
339,lorengau,-2.0226,147.2712,26.14,82,100,1.85,PG,1698268560
340,port alfred,-33.5906,26.891,16.77,86,25,1.79,ZA,1698268560
341,sao jose da coroa grande,-8.8978,-35.1478,25.39,77,9,6.97,BR,1698268560
342,enewetak,11.3474,162.3373,27.44,83,100,3.74,MH,1698268560
343,chadron,42.8294,-102.9999,18.82,52,0,6.17,US,1698268561
344,brooks,50.5834,-111.8851,-6.01,69,100,2.06,CA,1698268561
345,yanam,16.7333,82.2167,23.73,92,69,0.35,IN,1698268561
346,ostseebad kuhlungsborn,54.15,11.75,9.94,96,100,4.11,DE,1698268562
347,el sauzal de rodriguez,31.9,-116.6833,19.68,74,28,3.75,MX,1698268562
348,keetmanshoop,-26.5833,18.1333,27.05,11,0,1.38,NA,1698268562
349,rurrenabaque,-14.4413,-67.5278,31.83,23,66,3.14,BO,1698268563
350,stanley,54.868,-1.6985,9.74,95,75,3.09,GB,1698268495
351,harstad,68.799,16.5293,2.66,91,100,5.81,NO,1698268563
352,lhasa,29.65,91.1,2.7,52,14,1.95,CN,1698268563
353,tank,32.2217,70.3793,25.04,38,5,0.73,PK,1698268564
354,hermanus,-34.4187,19.2345,15.9,81,100,2.79,ZA,1698268564
355,miusyns'k,48.0775,38.9036,8.58,86,100,6.41,UA,1698268564
356,kristiansund,63.1115,7.732,6.36,65,35,2.57,NO,1698268565
357,sparti,37.0733,22.4297,20.53,41,100,0.73,GR,1698268565
358,tanumah,27.1,44.1333,22.49,51,56,5.41,SA,1698268565
359,lebu,-37.6167,-73.65,12.44,74,0,10.87,CL,1698268566
360,bandar abbas,27.1865,56.2808,26.99,78,2,3.09,IR,1698268566
361,dwarka,22.2394,68.9678,27.01,73,6,5.71,IN,1698268566
362,ola,59.5833,151.2833,-12.14,70,4,3.7,RU,1698268567
363,remire-montjoly,4.9167,-52.2667,30.02,70,0,4.63,GF,1698268567
364,brisas de zicatela,15.8369,-97.0419,29.35,71,66,3.1,MX,1698268567
